compound,logFC,AveExpr,t,P.Value,adj.P.Val,B
QI5464,-0.496012972140516,15.325112212503411,-3.338634961435784,0.0017937822108179922,0.014105810895069721,-3.0073966612605645
QI5463,0.725281653436209,10.896184725622723,3.3341280037805197,0.0018167700222664798,0.01427059064743989,-3.0195087945452315
QI1672,0.1612094024214734,20.86361085083774,3.333830956364106,0.0018182949310165276,0.01427059064743989,-3.0203067585006735
QI3696,0.2606898045965309,20.470638597701022,3.327966726152862,0.0018486499762369014,0.014483720669227826,-3.036051573979951
QI140,-0.156587988010358,15.902162543820548,-3.3278876729929543,0.001849062456712292,0.014483720669227826,-3.0362637140465445
QI7721,-0.32364123646545906,13.8355908480036,-3.3258145820700333,0.0018599106792587276,0.014554481520326101,-3.0418258410195893
QI5618,-0.24522819510325178,14.45483405353674,-3.3254205720081877,0.0018619793246413634,0.01455646799507639,-3.0428827486791423
QI4508,0.5571310604405681,15.958994208513252,3.3241044091255416,0.0018689053789507943,0.014596387579906837,-3.046412750929613
QI2439,0.3629559596639478,14.276244318235948,3.3237229052929274,0.0018709175497913448,0.014597888781008149,-3.0474358090319837
C52:7 TAG,0.594665691910512,15.426911485381579,3.313185672371506,0.001927316250609311,0.015023327158539634,-3.0756661193867245
QI6614,-0.3095055086112115,12.817123780390023,-3.3125906991736125,0.001930548521065899,0.015033912317931627,-3.0772585661451384
QI6421,-0.36267872929800227,15.417041065729201,-3.3092579192930938,0.0019487498662647382,0.015160933731628965,-3.0861756936265694
QI2079,0.10851317865484233,21.30739869231652,3.3089114534303907,0.0019506513645208294,0.01516102189420695,-3.0871023931031347
NH4_C14:0 CE,0.27790686958979194,18.249323097831084,3.30530618331267,0.001970543093350715,0.015299883753143933,-3.096742144130566
QI6502,-0.1450953479634869,20.272249097233356,-3.3048375589263235,0.0019731428094849303,0.015299883753143933,-3.097994701480536
QI1439,-0.8648807317550293,12.995085623673333,-3.304520112440131,0.0019749057121953317,0.015299883753143933,-3.098843126118192
QI5601,-1.3920082378489962,13.531922441040267,-3.3042966544973726,0.0019761475586905766,0.015299883753143933,-3.099440323512657
C38:4 PC plasmalogen,-0.22845064503478696,22.61831318108628,-3.3024446552804143,0.0019864684969481683,0.015364960283530625,-3.1043889385966743
QI3381,1.4422186276369775,14.91434322800507,3.3005900091710343,0.0019968555528549563,0.015430422340510216,-3.1093430104465467
QI3160,-0.6578512023336884,16.065988139198534,-3.298467062330869,0.0020088086458531496,0.0155078480735208,-3.115011772085814
QI7834,-0.24657642708667993,12.339260120698894,-3.293424018801474,0.0020374765132485824,0.015714037608429692,-3.128469356704646
QI6004,2.4343693222419365,10.264024741187322,3.287385665047455,0.0020723141534191277,0.015967369668179465,-3.1445671733601372
QI3911,2.050658441127302,13.623190214671318,3.2828701752061704,0.002098735046150351,0.016155425916671753,-3.1565938659983885
QI7405,-0.2889432806895016,15.440537518438033,-3.2814500730277243,0.002107110267124817,0.016204344633373113,-3.1603742106089507
QI2246,-1.205416707402442,14.105354498049406,-3.2793158092171883,0.0021197571043766296,0.01628598825115416,-3.166053868925035
QI6590,-0.5644459122665424,14.971107509642074,-3.273686350005574,0.0021534620942649093,0.016529109529281185,-3.181024477401455
QI7772,-0.19783110393997738,12.961228325375064,-3.27213297641815,0.002162851792304628,0.016585309967567324,-3.185152758986109
QI7073,1.0578856405117811,13.087960596115504,3.2691013874201027,0.0021812890174000674,0.016710715576471767,-3.1932062653353563
